Department,Department_Name,Division,Gender,Grade,Base_Salary,Overtime_Pay,Longevity_Pay,Total_pay
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,48420.03,0,120437.03
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,4921.59,0,72938.59
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,4736.69,0,76753.69
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,12883.77,0,84900.77
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,72017,13230.31,0,85247.31
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,3777.71,0,71794.71
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,68017,6317.8,0,74334.8
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,4284.41,0,76301.41
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,68017,41828.64,0,109845.64
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,4.93,0,68021.93
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,2750.65,0,70767.65
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,68017,15878.5,0,83895.5
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,34349.3,0,106366.3
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,63517,0,0,63517
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,6018.7,0,74035.7
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,10143.34,0,82160.34
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,72017,7752.3,0,79769.3
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,33791.92,0,101808.92
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,72017,7662.39,0,79679.39
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,68017,7592.62,0,75609.62
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,49832.97,0,113349.97
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,5991.59,0,74008.59
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,6337.87,0,74354.87
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,12380.13,0,80397.13
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,14224.73,0,77741.73
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,8794.21,0,72311.21
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,9834.14,0,73351.14
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,68017,7375.17,0,75392.17
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,48979.32,0,116996.32
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,14137.98,0,82154.98
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,68017,13426.59,0,81443.59
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,15610.75,0,83627.75
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,19088.01,0,87105.01
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,27293.01,0,95310.01
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,30238.61,0,98255.61
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,33121.34,0,101138.34
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,63517,12532.86,0,76049.86
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,68017,3395.61,0,71412.61
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,63517,5195.57,0,68712.57
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,15747.22,0,79264.22
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,57017,6184.94,0,63201.94
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,20914.88,0,84431.88
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,23165.79,0,86682.79
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,68017,17805.06,0,85822.06
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,63517,7360.16,0,70877.16
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,59517,6236.45,0,65753.45
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,34573.77,0,98090.77
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,59517,16753.11,0,76270.11
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,18203.86,0,81720.86
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,14113.85,0,77630.85
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,59517,28134.13,0,87651.13
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,4435.89,0,67952.89
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,59517,13543.66,0,73060.66
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,81017,44834.15,0,125851.15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,59517,9058.68,0,68575.68
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,59517,11972.12,0,71489.12
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,13108.15,0,76625.15
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,59517,6382.78,0,65899.78
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,29198.59,0,92715.59
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,52684,0,0,52684
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,63517,1679.47,0,65196.47
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,59517,11322.74,0,70839.74
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,59517,11230.77,0,70747.77
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,30765.88,0,94282.88
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,63517,20024.33,0,83541.33
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,59517,19444.21,0,78961.21
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,57017,7882.48,0,64899.48
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,57017,1627.82,0,58644.82
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,57017,1025.94,0,58042.94
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Female,T1,57017,1394.65,0,58411.65
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,57017,869.73,0,57886.73
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,54517,1360.87,0,55877.87
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,57017,4020.82,0,61037.82
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,57017,3032.08,0,60049.08
DOT,Department of Transportation,DOT 50 Transit Gaithersburg Ride On,Male,T1,57017,688,0,57705
DOT,Department of Transportation,DOT 50 Transit Management Services,Male,N25,117424,0,0,117424
DOT,Department of Transportation,DOT 50 Transit Management Services,Female,N25,117424,0,5013.3,122437.3
DOT,Department of Transportation,DOT 50 Transit Management Services,Female,M2,175873,0,0,175873
DOT,Department of Transportation,DOT 50 Transit Management Services,Female,18,105447.25,0,8399.06,113846.31
DOT,Department of Transportation,DOT 50 Transit Management Services,Female,23,107367,0,0,107367
DOT,Department of Transportation,DOT 50 Transit Management Services,Female,N23,90000,0,0,90000
DOT,Department of Transportation,DOT 50 Transit Management Services,Female,N23,93595.8,0,0,93595.8
DOT,Department of Transportation,DOT 50 Transit Management Services,Male,16,78947,341.62,0,79288.62
DOT,Department of Transportation,DOT 50 Transit Management Services,Female,N23,93253.27,0,0,93253.27
DOT,Department of Transportation,DOT 50 Transit Management Services,Male,N23,87287,0,0,87287
DOT,Department of Transportation,DOT 50 Transit Management Services,Female,25,89333,0,0,89333
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,N25,115188.23,3684.02,4402.34,123274.59
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T2,94017,8636.21,0,102653.21
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,82017,6602.03,0,88619.03
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,77684,3776.11,0,81460.11
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,0,0,82017
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,2564.75,0,84581.75
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,N21,98228,1220.05,0,99448.05
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,985.82,0,83002.82
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,55601.44,0,137618.44
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,7286.53,0,89303.53
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,85017,12084.35,0,97101.35
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,82017,6388.57,0,88405.57
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,4516.02,0,86533.02
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,9,58751,313.96,660.96,59725.92
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,3489.68,0,85506.68
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,16263.71,0,98280.71
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,83017,9867.21,0,92884.21
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,31009.45,0,113026.45
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,M3,126342.08,0,0,126342.08
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,9,58751,3139.57,954.72,62845.29
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,21423.54,0,103440.54
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,20377.97,0,102394.97
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,3723.66,0,85740.66
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,83017,1767.82,0,84784.82
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T2,91517,26566.2,0,118083.2
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,14499.85,0,96516.85
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,3534.77,0,85551.77
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,11471.13,0,93488.13
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,24030.03,0,106047.03
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,15589.45,0,97606.45
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,12808.43,0,94825.43
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,48672.76,0,130689.76
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,7870.5,0,89887.5
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,83017,8864.2,0,91881.2
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,22596.28,0,104613.28
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,80017,4265.7,0,84282.7
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,84017,15068.51,0,99085.51
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,N21,98228,2465.65,1596.27,102289.92
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,27511.32,0,109528.32
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,80017,3171.98,0,83188.98
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,83017,10175.3,0,93192.3
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T2,90517,24358.69,0,114875.69
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T2,91517,1684.73,0,93201.73
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,4332.87,0,86349.87
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,6153.66,0,88170.66
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,82017,12109.06,0,94126.06
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,10403.46,0,92420.46
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,82017,9157.56,0,91174.56
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,83017,7709.19,0,90726.19
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,3131.67,0,85148.67
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,77684,0,0,77684
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,83017,23482.58,0,106499.58
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,83017,40879.33,0,123896.33
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,6989.38,0,89006.38
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,9545.83,0,91562.83
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T2,90517,22782.98,0,113299.98
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T2,94017,6757.19,0,100774.19
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,5252.46,0,87269.46
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,82017,6392.23,0,88409.23
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,83017,17010.14,0,100027.14
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,82017,1426.91,0,83443.91
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,82017,15186.03,0,97203.03
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,84017,31291.19,0,115308.19
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,15282.08,0,97299.08
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,N21,98228,8242.72,0,106470.72
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,10146.82,0,92163.82
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,3477.6,0,85494.6
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,77684,0,0,77684
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,N21,98228,14083.29,0,112311.29
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,82017,9083.38,0,91100.38
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,80017,10292.87,0,90309.87
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,81017,10079.84,0,91096.84
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,81017,4949.34,0,85966.34
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,19,89948,5090.78,0,95038.78
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,80017,17310.33,0,97327.33
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,81017,5405.17,0,86422.17
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,80017,8639.73,0,88656.73
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,80017,15459.7,0,95476.7
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Female,T1,80017,18825.59,0,98842.59
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,80017,443.24,0,80460.24
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,57017,1665.26,0,58682.26
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,78017,19593.71,0,97610.71
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,78017,40826.25,0,118843.25
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,80017,26826.7,0,106843.7
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,78017,1523.46,0,79540.46
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,80017,9685.71,0,89702.71
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,80017,3346.22,0,83363.22
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,78017,43463.36,0,121480.36
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,78017,9300.92,0,87317.92
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,78017,22525.99,0,100542.99
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T2,87017,3746.95,0,90763.95
DOT,Department of Transportation,DOT 50 Transit Nicholson Ride On,Male,T1,78017,42831.18,0,120848.18
